CRIMEID,CCN,REPORTDATE,ADDRESS,WARD,LATITUDE,LONGITUDE,location_error_type,severity_score,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,candidate_rank,recovered_nearestintkey,recovered_intersection_name,candidate_street_1,candidate_street_2,matched_distance_m,both_street_score,v3_rerank_score,recovery_confidence
53316040782,23198599,2024-12-05 22:00:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,38.892032,-77.014022,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,5,0dd5ca6e9aa139bb00d7617838b8b697,INTERSTATE 395 NORTHBOUND AND RAMP TO D STREET NW,INTERSTATE 395,D STREET NW,147.05366565647316,2,52.94633434352684,LOW
53601257003,23211763,2024-01-01 02:30:00+00:00,601 4TH PLACE SW,WARD 6,38.882051,-77.018852,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,4,0f9a43bf6eaad2cfa0a3b54a1cdea439,G STREET SW AND 4TH PLACE SW,G STREET SW,4TH PLACE SW,85.6674154665779,2,114.3325845334221,LOW
53603692193,23211860,2024-01-01 00:30:00+00:00,734 3RD STREET NE,WARD 6,38.899865,-77.00204,BLOCKKEY_ERROR,3.0,H ST NE,37.57,SOUTH,1,69bf16a753c5cdaf739caf9394144a85,3RD STREET NE AND H STREET NE,3RD STREET NE,H STREET NE,37.59615592476382,7,662.4038440752362,HIGH
53605700685,24000115,2024-01-01 07:20:00+00:00,440 K STREET NW,WARD 6,38.902281,-77.017657,BLOCKKEY_ERROR,1.0,4 1/2 ST NW,17.36,EAST,1,49683b56558cdd7e5f1805826aca7085,4 1/2 STREET NW AND K STREET NW,4 1/2 STREET NW,K STREET NW,26.65388381545294,7,673.3461161845471,HIGH
53606049912,24000204,2024-01-01 11:00:00+00:00,2390 SOUTH CAPITOL STREET SE,WARD 8,38.862476,-77.001587,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,7960175e1d88670859a76c9d74673c5d,BARRY ROAD SE AND SUMNER ROAD SE,BARRY ROAD SE,SUMNER ROAD SE,138.95038227470346,0,-138.95038227470346,LOW
53607439405,24000292,2024-01-01 17:00:00+00:00,1634 NORTH CAPITOL STREET NW,WARD 5,38.91215,-77.009648,BLOCKKEY_ERROR,3.0,QUINCY PL NW,32.01,NORTH,1,51e431c47a4aa3457600151faf2e5662,NORTH CAPITOL STREET AND QUINCY PLACE NW,NORTH CAPITOL STREET,QUINCY PLACE NW,61.032767200396755,7,638.9672327996033,HIGH
53607628398,23211910,2024-01-01 02:53:00+00:00,2580 FIRTH STERLING AVENUE SE,WARD 8,38.861811,-76.998219,INTERSECTING_ROUTE_ERROR,1.0,,61.16,NORTHEAST,1,4cfdb7a8a37ca6fc8cbcd85ddda1366c,FIRTH STERLING AVENUE SE AND SUMNER ROAD SE,FIRTH STERLING AVENUE SE,SUMNER ROAD SE,61.01545566390139,2,138.98454433609862,LOW
53612446950,24000674,2024-01-02 09:38:00+00:00,685 K STREET NW,WARD 2,38.902617,-77.021644,BLOCKKEY_ERROR,3.0,7TH ST NW,23.74,EAST,1,a61fbbe87065492828e2e7c69924cb96,7TH STREET NW AND K STREET NW,7TH STREET NW,K STREET NW,25.972746496477335,7,674.0272535035226,HIGH
53613300216,24000723,2024-01-02 13:50:00+00:00,1722 NORTH CAPITOL STREET NW,WARD 5,38.913343,-77.009347,BLOCKKEY_ERROR,1.0,RANDOLPH PL NW,14.04,SOUTH,1,ff6834652eac867d2207268d1d07de75,RANDOLPH PLACE NW AND NORTH CAPITOL STREET,RANDOLPH PLACE NW,NORTH CAPITOL STREET,25.80859367677553,7,674.1914063232244,HIGH
53614819052,24000520,2024-01-02 01:00:00+00:00,1500 SOUTH CAPITOL STREET SE,WARD 6,38.872361,-77.009086,BLOCKKEY_ERROR,1.0,P ST SW,36.51,NORTH,1,cd3776d30da39fe3e46cabc139d5c246,P STREET SW AND SOUTH CAPITOL STREET,P STREET SW,SOUTH CAPITOL STREET,36.57189425933479,7,663.4281057406652,HIGH
53616802590,24001014,2024-01-02 23:40:00+00:00,4103 BENNING ROAD NE,WARD 7,38.892686,-76.94332,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,c726219d385c08b013e04c1f71e46954,42ND STREET NE AND BENNING ROAD NE,42ND STREET NE,BENNING ROAD NE,67.50618182257199,2,132.493818177428,LOW
53617289878,24001072,2024-01-03 01:48:00+00:00,99 H STREET NE,WARD 6,38.899909,-77.006815,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,3,7b98fcdd9aa07cc62733229807dcf859,H STREET NW AND H STREET NE,H STREET NW,H STREET NE,197.3745684672933,2,2.625431532706699,LOW
53617735646,24001114,2024-01-03 03:00:00+00:00,4200 SOUTH CAPITOL STREET SE,WARD 8,38.828955,-77.007675,BLOCKKEY_ERROR,1.0,CHESAPEAKE ST SE,27.06,SOUTH,1,e41f0d0d95c24d018d6a52655b9ad315,CHESAPEAKE STREET SW AND SOUTH CAPITOL STREET,CHESAPEAKE STREET SW,SOUTH CAPITOL STREET,27.102727495030532,2,172.89727250496946,LOW
53617883840,24001011,2024-01-02 22:11:00+00:00,1369 CONNECTICUT AVENUE NW,WARD 2,38.909053,-77.042941,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,c7cb5b33ab7a80779c1714f3a80681ea,DUPONT CIRCLE NW AND CONNECTICUT AVENUE NW,DUPONT CIRCLE NW,CONNECTICUT AVENUE NW,10.995317256752047,2,189.00468274324794,LOW
53620094830,24001198,2024-01-03 10:00:00+00:00,500 INDIANA AVENUE NW,WARD 6,38.894085,-77.018905,FAR_FROM_CENTERLINE,10.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,663bf4268099bb6c7f97d647de895ccf,INDIANA AVENUE NW AND 5TH STREET NW,INDIANA AVENUE NW,5TH STREET NW,79.8207577863491,2,120.1792422136509,LOW
53621100908,24001293,2024-01-02 15:20:00+00:00,900 23RD STREET NW,WARD 2,38.901575,-77.050123,INTERSECTING_ROUTE_ERROR,1.0,,45.65,SOUTH,1,fc06db2863e5f250fa4a088f92845520,23RD STREET NW AND WASHINGTON CIRCLE NW,23RD STREET NW,WASHINGTON CIRCLE NW,45.77919022091904,2,154.22080977908095,LOW
53621283899,24001254,2024-01-03 14:10:00+00:00,100 PIERCE STREET NW,WARD 6,38.904688,-77.013012,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,0279e1d22a3c75afa6a3731dcff6c4d1,BANNER LANE NW AND PIERCE STREET NW,BANNER LANE NW,PIERCE STREET NW,72.51338544929682,2,127.48661455070318,LOW
53623619276,24001463,2024-01-03 20:29:00+00:00,2410 MARKET STREET NE,WARD 5,38.920019,-76.953411,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,b1e75062a3191bfc2be7b799d02e6f39,NEW YORK AVENUE NE EASTBOUND AND RAMP TO SOUTH DAKOTA AVENUE NE NORTHBOUND,NEW YORK AVENUE NE,SOUTH DAKOTA AVENUE NE,214.95185780024622,0,-214.95185780024622,LOW
53624050801,24001494,2024-01-03 21:40:00+00:00,6000-BLK KANSAS AVE NW,WARD 4,38.963727,-77.009694,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,047b2b69de5c10bef1bcc8d9aeb3e853,KANSAS AVENUE NE AND KANSAS AVENUE NW,KANSAS AVENUE NE,KANSAS AVENUE NW,132.4728266807532,2,67.5271733192468,LOW
53624894096,24001573,2024-01-03 23:23:00+00:00,4405 SOUTH CAPITOL STREET SW,WARD 8,38.826058,-77.007564,BLOCKKEY_ERROR,1.0,ELMIRA ST SE,15.95,SOUTH,1,39dc4925c3155f55b0b913d80a3fcf1b,ELMIRA STREET SW AND SOUTH CAPITOL STREET,ELMIRA STREET SW,SOUTH CAPITOL STREET,19.762763061776432,2,180.23723693822356,LOW
53625885616,24001598,2024-01-04 01:20:00+00:00,426 18TH STREET NE,WARD 6,38.895687,-76.979194,INTERSECTING_ROUTE_ERROR,1.0,,61.61,SOUTH,1,15d87470f723aaff0823e8cb8a4aac3c,REV LLOYD YOUNG COURT NE AND 18TH STREET NE,REV LLOYD YOUNG COURT NE,18TH STREET NE,17.269789472252825,2,182.73021052774718,LOW
53625989029,24001545,2024-01-03 22:50:00+00:00,4660 MARTIN LUTHER KING JR AVENUE SW,WARD 8,38.822472,-77.010474,FAR_FROM_CENTERLINE,6.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,d7209f9fd5318592739df4bf2161de6b,BLUE PLAINS DRIVE SW AND MARTIN LUTHER KING JR AVENUE SW,BLUE PLAINS DRIVE SW,MARTIN LUTHER KING JR AVENUE SW,101.51282048949142,2,98.48717951050858,LOW
53629260900,24001722,2024-01-04 12:10:00+00:00,1722 NORTH CAPITOL STREET NW,WARD 5,38.913343,-77.009347,BLOCKKEY_ERROR,1.0,RANDOLPH PL NW,14.04,SOUTH,1,ff6834652eac867d2207268d1d07de75,RANDOLPH PLACE NW AND NORTH CAPITOL STREET,RANDOLPH PLACE NW,NORTH CAPITOL STREET,25.80859367677553,7,674.1914063232244,HIGH
53638262264,24001982,2024-01-04 20:20:00+00:00,2425 NORTH CAPITOL STREET NE,WARD 5,38.922114,-77.008486,BLOCKKEY_ERROR,1.0,CHANNING ST NW,28.67,SOUTH,1,06003923d78662f546c82feecc556cd8,CHANNING STREET NW AND NORTH CAPITOL STREET,CHANNING STREET NW,NORTH CAPITOL STREET,56.17078630033185,7,643.8292136996681,HIGH
53638503318,24001977,2024-01-04 23:30:00+00:00,1625 SOUTH CAPITOL STREET SW,WARD 6,38.86973,-77.009584,BLOCKKEY_ERROR,1.0,R ST SW,45.04,NORTHWEST,1,dd5944cde55c4a96c156bf73358fbad0,SOUTH CAPITOL STREET SW AND R STREET SW,SOUTH CAPITOL STREET SW,R STREET SW,45.01434119788089,7,654.9856588021191,HIGH
53640715791,24002030,2024-01-04 22:30:00+00:00,401 MICHIGAN AVENUE NE,WARD 5,38.93109,-77.000049,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,dc3dd735e5825ac7e27b260ba7de47ea,4TH STREET NE AND MICHIGAN AVENUE NE,4TH STREET NE,MICHIGAN AVENUE NE,55.57255517190104,2,144.42744482809897,LOW
53644625827,24002077,2024-01-04 12:20:00+00:00,1600 MARYLAND AVENUE NE,WARD 5,38.901297,-76.980553,BLOCKKEY_ERROR,1.0,NEAL ST NE,31.87,NORTHEAST,1,e63af872e31678ff067f722742a5023a,NEAL STREET NE AND MARYLAND AVENUE NE,NEAL STREET NE,MARYLAND AVENUE NE,31.817467175032753,7,668.1825328249672,HIGH
53645028973,24002111,2024-01-05 02:05:00+00:00,22 MICHIGAN AVENUE NW,WARD 5,38.925951,-77.010179,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,424f53381330a5b9f82a1575df16eab2,HAZEN COURT NW AND UPPER SERVICE COURT NW,HAZEN COURT NW,UPPER SERVICE COURT NW,58.38029855691459,0,-58.38029855691459,LOW
53645725679,24002164,2024-01-04 16:30:00+00:00,"ANACOSTIA DRIVE SE
WASHINGTON,",WARD 8,38.870703,-76.989133,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,aada430ff21e32ee2c995deb751ce186,ANACOSTIA DRIVE SE AND MARION BARRY AVENUE SE,ANACOSTIA DRIVE SE,MARION BARRY AVENUE SE,206.83310646668076,2,-6.833106466680761,LOW
53649278000,24002246,2024-01-05 16:33:00+00:00,400 BROOKLAND GROVE DRIVE NE,WARD 5,38.928881,-77.000186,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,3,a35b82302d89c69a0f935f53a191b17c,BROOKLAND GROVE DRIVE NE AND BROOKLAND GROVE DRIVE NE,BROOKLAND GROVE DRIVE NE,BROOKLAND GROVE DRIVE NE,42.62604578781239,7,657.3739542121876,HIGH
53650363869,24002307,2024-01-05 15:30:00+00:00,2940 NORTH CAPITOL STREET NW,WARD 5,38.92618,-77.009036,BLOCKKEY_ERROR,1.0,GIRARD ST NE,38.49,NORTH,1,ad9fe99047ed2f7d8674d48c5866b586,NORTH CAPITOL STREET AND GIRARD STREET NE,NORTH CAPITOL STREET,GIRARD STREET NE,38.634088265809645,7,661.3659117341904,HIGH
53651128121,24002364,2024-01-05 17:00:00+00:00,4517 SOUTH CAPITOL STREET SW,WARD 8,38.824373,-77.00623,BLOCKKEY_ERROR,1.0,1ST ST SE,37.08,NORTHWEST,1,279f59f2d73d4fe01e0090cf11b71d68,1ST STREET SE AND GALVESTON STREET SW,1ST STREET SE,GALVESTON STREET SW,37.068847554667,2,162.931152445333,LOW
53651707055,24002339,2024-01-05 14:00:00+00:00,2100 2ND STREET SW,WARD 6,38.863829,-77.013675,BLOCKKEY_ERROR,1.0,V ST SW,88.11,SOUTH,1,af9283acc6b9e00a904c5ef9fdba4fc4,V STREET SW AND 2ND STREET SW,V STREET SW,2ND STREET SW,88.30788125086886,7,611.6921187491312,MEDIUM
53652304879,24002432,2024-01-05 19:15:00+00:00,3242 M STREET NW,WARD 2,38.905148,-77.064171,INTERSECTING_ROUTE_ERROR,1.0,,87.55,EAST,1,3eb05fae9bd48a248b835b7a9e267336,POTOMAC STREET NW AND M STREET NW,POTOMAC STREET NW,M STREET NW,87.37200619792304,2,112.62799380207696,LOW
53652945519,24002502,2024-01-05 20:00:00+00:00,1500 NORTH CAPITOL STREET NW,WARD 5,38.90964,-77.009309,BLOCKKEY_ERROR,1.0,P ST NW,17.03,NORTH,1,5e611998d1935f1ba9666c6ae6b52ee9,NORTH CAPITOL STREET AND P STREET NE,NORTH CAPITOL STREET,P STREET NE,22.31793539193614,2,177.68206460806385,LOW
53654633582,24002605,2024-01-06 00:50:00+00:00,1312 GALLATIN STREET NW,WARD 4,38.951874,-77.030716,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,124e0e8f7d9b23330dfb8d258e746cfa,GALLATIN STREET NW AND 13TH STREET NW,GALLATIN STREET NW,13TH STREET NW,87.98647712745216,2,112.01352287254784,LOW
53655123562,24002698,2024-01-06 05:00:00+00:00,4635 SOUTH CAPITOL STREET SW,WARD 8,38.822187,-77.00251,BLOCKKEY_ERROR,1.0,LIVINGSTON RD SE,37.26,NORTHWEST,1,e9b95dbe63031a20d36fd7cd16aeb157,SOUTH CAPITOL STREET AND LIVINGSTON ROAD SE,SOUTH CAPITOL STREET,LIVINGSTON ROAD SE,37.28642759295733,7,662.7135724070426,HIGH
53657915595,24002755,2024-01-06 08:17:00+00:00,500 INDIANA AVENUE NW,WARD 6,38.894085,-77.018905,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,663bf4268099bb6c7f97d647de895ccf,INDIANA AVENUE NW AND 5TH STREET NW,INDIANA AVENUE NW,5TH STREET NW,79.8207577863491,2,120.1792422136509,LOW
53659225189,24002421,2024-01-05 18:16:00+00:00,12541/2 NEW JERSEY AVENUE NW,WARD 6,38.907241,-77.015704,BLOCKKEY_ERROR,1.0,N ST NW,14.28,SOUTH,1,1c560002a6c2eb591f4b285dc37d39fd,NEW JERSEY AVENUE NW AND N STREET NW,NEW JERSEY AVENUE NW,N STREET NW,22.80320873662847,7,677.1967912633716,HIGH
53659407326,24002850,2024-01-06 14:55:00+00:00,1421 MARYLAND AVENUE NE,WARD 6,38.899556,-76.98482,BLOCKKEY_ERROR,1.0,15TH ST NE,135.52,SOUTHWEST,1,002262425ca7ce7bd1a2cf21d5510024,14TH STREET NE AND MARYLAND AVENUE NE,14TH STREET NE,MARYLAND AVENUE NE,66.5892644295189,2,133.4107355704811,LOW
53661981789,24003028,2024-01-06 22:23:00+00:00,40 PATTERSON STREET NE,WARD 6,38.906449,-77.007672,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,f9eca17ec338a84f6568e74fd00432a5,NORTH CAPITOL STREET NE AND N STREET NE,NORTH CAPITOL STREET NE,N STREET NE,140.96988683708798,2,59.030113162912016,LOW
53662165314,24003051,2024-01-06 23:45:00+00:00,820 SOUTH CAPITOL STREET SW,WARD 6,38.879574,-77.009144,BLOCKKEY_ERROR,1.0,I ST SE,31.06,NORTH,1,f742c7ab6a4fd1c4c76274ae60b400fa,I STREET SW AND SOUTH CAPITOL STREET,I STREET SW,SOUTH CAPITOL STREET,32.916284600075244,2,167.08371539992476,LOW
53663076972,24003143,2024-01-07 03:40:00+00:00,2700 NEW YORK AVENUE NE,WARD 5,38.917977,-76.9706,FAR_FROM_CENTERLINE,10.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,3,06e2fc6c9cfe39f40ef42c606ea170df,BLADENSBURG ROAD NE AND NEW YORK AVENUE NE,BLADENSBURG ROAD NE,NEW YORK AVENUE NE,174.7041746358107,2,25.295825364189312,LOW
53665273401,24003226,2024-01-07 08:34:00+00:00,1701 NORTH CAPITOL STREET NE,WARD 5,38.912598,-77.008742,BLOCKKEY_ERROR,1.0,R ST NW,16.05,NORTH,2,4925dee2c9dfeacae1ba95f0ae30f5bc,R STREET NE AND NORTH CAPITOL STREET,R STREET NE,NORTH CAPITOL STREET,26.529818384238997,2,173.470181615761,LOW
53666410394,24001550,2024-01-03 21:00:00+00:00,"ANACOSTIA DRIVE SE
WASHINGTON,",WARD 8,38.870703,-76.989133,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,1,aada430ff21e32ee2c995deb751ce186,ANACOSTIA DRIVE SE AND MARION BARRY AVENUE SE,ANACOSTIA DRIVE SE,MARION BARRY AVENUE SE,206.83310646668076,2,-6.833106466680761,LOW
53667727885,24003356,2024-01-07 19:00:00+00:00,2339 SHERIDAN ROAD SE,WARD 8,38.853568,-76.983215,INTERSECTING_ROUTE_ERROR,1.0,,19.01,NORTHEAST,1,a5c0bf205c22fb999c8dfa52a3b7ff36,SHERIDAN ROAD SE AND STANTON ROAD SE,SHERIDAN ROAD SE,STANTON ROAD SE,19.021790081547866,2,180.97820991845214,LOW
53668574810,24003437,2024-01-07 21:00:00+00:00,"NEW JERSEY AVENUE NW
WASHINGTON,",WARD 6,38.892734,-77.010985,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,2,76ccccc91d05b952fd78f6dc438dd60c,NEW JERSEY AVENUE NW AND C STREET NW,NEW JERSEY AVENUE NW,C STREET NW,101.24907514288283,2,98.75092485711717,LOW
53669220563,24003443,2024-01-07 21:35:00+00:00,901 NEW JERSEY AVENUE NW,WARD 6,38.901866,-77.012874,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,6e28669b82b76b5a23072d85a706bc71,I STREET NW AND NEW JERSEY AVENUE NW,I STREET NW,NEW JERSEY AVENUE NW,71.53318674972459,2,128.4668132502754,LOW
53669539056,24003132,2024-01-07 03:00:00+00:00,"INTERSTATE 295 INTERSTATE BN
WASHINGTON,",WARD 8,38.862883,-77.000301,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,2,9f5c7e5ec08d353fee783fbfea4f053c,SUITLAND PARKWAY SE SOUTHBOUND AND RAMP TO INTERSTATE 295 NORTHBOUND,SUITLAND PARKWAY SE,INTERSTATE 295,126.0308522011639,2,73.9691477988361,LOW
53674190315,24000879,2024-01-02 18:00:00+00:00,3916 SOUTH CAPITOL STREET SE,WARD 8,38.832243,-77.008164,BLOCKKEY_ERROR,1.0,ATLANTIC ST SE,102.93,NORTH,2,549ff741c2ebe62594967aa1b75d0552,ATLANTIC STREET SW AND SOUTH CAPITOL STREET,ATLANTIC STREET SW,SOUTH CAPITOL STREET,102.99072682490129,2,97.00927317509871,LOW
53674372059,24003745,2024-01-08 14:45:00+00:00,"1ST STREET NW
WASHINGTON,",WARD 5,38.930755,-77.011238,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,74e4b4794830a938f44e7d388dccb47a,1ST STREET NW AND IRVING STREET NW,1ST STREET NW,IRVING STREET NW,95.58422231205634,2,104.41577768794366,LOW
53674829536,24003271,2024-01-07 12:45:00+00:00,1210 SOUTHERN AVENUE SE,WARD 8,38.833966,-76.985439,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,2a36a159cc447db1a0deefb3555316bb,SOUTHERN AVENUE SE AND 13TH STREET SE,SOUTHERN AVENUE SE,13TH STREET SE,36.748336872009155,2,163.25166312799084,LOW
53674872225,24003769,2024-01-08 13:30:00+00:00,1401 CONSTITUTION AVENUE NW,WARD 2,38.89264,-77.032816,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,b5200211b010a5a36176e74e321e11a9,CONSTITUTION AVENUE NW AND 15TH STREET NW,CONSTITUTION AVENUE NW,15TH STREET NW,94.8378451813715,2,105.1621548186285,LOW
53675344431,24003540,2024-01-08 01:00:00+00:00,1633 NORTH CAPITOL STREET NE,WARD 5,38.912419,-77.008584,BLOCKKEY_ERROR,1.0,R ST NW,16.77,SOUTH,2,4925dee2c9dfeacae1ba95f0ae30f5bc,R STREET NE AND NORTH CAPITOL STREET,R STREET NE,NORTH CAPITOL STREET,44.9768320781206,2,155.0231679218794,LOW
53676459422,24003883,2024-01-08 19:40:00+00:00,5308 NORTH CAPITOL STREET NW,WARD 4,38.955336,-77.009618,BLOCKKEY_ERROR,1.0,JEFFERSON ST NE,40.15,SOUTH,3,075f31a4edd35b577f2a50544055d121,JEFFERSON STREET NE AND NORTH CAPITOL STREET,JEFFERSON STREET NE,NORTH CAPITOL STREET,63.60809040904021,7,636.3919095909598,HIGH
53677264863,24003928,2024-01-08 12:30:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 6,38.882252,-77.025774,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,66df9aa4c0a6ed0cf53b18b819189a11,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,INTERSTATE 395,9TH STREET SW,0.08012588140620445,2,199.91987411859378,LOW
53678499333,24003916,2024-01-08 09:00:00+00:00,3521 V STREET NE,WARD 5,38.918528,-76.958533,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,bfff093b92b88154875ee3faacb2dbee,NEW YORK AVENUE NE AND 36TH PLACE NE,NEW YORK AVENUE NE,36TH PLACE NE,185.62045947209168,0,-185.62045947209168,LOW
53678531769,24003894,2024-01-08 19:49:00+00:00,1844 NORTH CAPITOL STREET NW,WARD 5,38.915563,-77.00936,BLOCKKEY_ERROR,1.0,T ST NW,15.37,SOUTH,1,9a8e6c2a741eca484a050c2f18cbe0c9,T STREET NW AND NORTH CAPITOL STREET NW,T STREET NW,NORTH CAPITOL STREET NW,15.638346566442936,7,684.3616534335571,HIGH
53682502561,24004211,2024-01-09 11:20:00+00:00,108 IRVING STREET NW,WARD 5,38.928673,-77.014027,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,3,ca0c0367e6362e02996f68dafd80f58b,IRVING STREET NW EASTBOUND AND RAMP FROM MICHIGAN AVENUE NW WESTBOUND,IRVING STREET NW,MICHIGAN AVENUE NW,281.9179474883587,2,-81.91794748835872,LOW
53685345434,24004260,2024-01-09 14:50:00+00:00,801 MT VERNON PLACE NW,WARD 2,38.903587,-77.023101,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,2,4eacb8c761c857b6f0063f1e106b9d8c,MT VERNON PLACE NW AND 9TH STREET NW,MT VERNON PLACE NW,9TH STREET NW,109.57436186410631,2,90.42563813589369,LOW
53687278966,24004391,2024-01-09 20:40:00+00:00,1201 FRANKLIN STREET NE,WARD 5,38.925139,-76.99041,BLOCKKEY_ERROR,1.0,12TH ST NE,36.44,EAST,1,84ee1d4a8f29728d2615903e8fe106aa,12TH STREET NE AND FRANKLIN STREET NE,12TH STREET NE,FRANKLIN STREET NE,43.00006232124613,7,656.9999376787539,HIGH
53687586231,24004403,2024-01-09 20:10:00+00:00,"H STREET NW
WASHINGTON,",WARD 6,38.899775,-77.015483,BLOCKKEY_ERROR,6.0,3RD ST NW,28.71,WEST,1,d3175c65382a020776b29c0a57048abf,3RD STREET NW AND H STREET NW,3RD STREET NW,H STREET NW,28.68181345767079,7,671.3181865423292,HIGH
53688381021,24004439,2024-01-09 21:16:00+00:00,"H STREET NW
WASHINGTON,",WARD 2,38.899767,-77.04883,BLOCKKEY_ERROR,3.0,22ND ST NW,18.7,EAST,1,94396f6690e0d8080f96e633c14e3dab,22ND STREET NW AND H STREET NW,22ND STREET NW,H STREET NW,21.352975402144587,7,678.6470245978554,HIGH
53689425304,24003975,2024-01-08 23:28:00+00:00,5700 16TH STREET NW,WARD 4,38.958513,-77.036771,INTERSECTING_ROUTE_ERROR,1.0,,17.49,NORTH,1,d503ad5abc34238767ef65a526c6a879,MADISON STREET NW AND 16TH STREET NW,MADISON STREET NW,16TH STREET NW,32.51222207190275,2,167.48777792809724,LOW
53690284416,24004452,2024-01-09 21:40:00+00:00,3802 SOUTH CAPITOL STREET SE,WARD 8,38.835135,-77.007136,BLOCKKEY_ERROR,1.0,HALLEY PL SE,48.32,SOUTH,1,b85dbd8014ed43ba5c068d54a5f71980,HALLEY PLACE SE AND HALLEY TERRACE SE,HALLEY PLACE SE,HALLEY TERRACE SE,11.422565013850196,2,188.5774349861498,LOW
53694851008,24004692,2024-01-10 11:35:00+00:00,2535 15TH STREET NW,WARD 1,38.923037,-77.035006,INTERSECTING_ROUTE_ERROR,3.0,,8.0,SOUTH,1,6ae5594a7aa6e487cb2210813b13c93a,EUCLID STREET NW AND 15TH STREET NW,EUCLID STREET NW,15TH STREET NW,38.880904315465685,2,161.11909568453433,LOW
53697901840,24004721,2024-01-10 13:34:00+00:00,3320 THEODORE R HAGANS DRIVE NE,WARD 5,38.920779,-76.957561,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,1,2324afe169a1c2bd794980952618092f,33RD PLACE NE AND SOUTH DAKOTA AVENUE NE,33RD PLACE NE,SOUTH DAKOTA AVENUE NE,80.01248422240747,0,-80.01248422240747,LOW
53697974127,24004722,2024-01-10 13:45:00+00:00,SOUTH DAKOTA AVENUE NE & NEW YORK AVENUE NE,WARD 5,38.918367,-76.9547,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,1,b1e75062a3191bfc2be7b799d02e6f39,NEW YORK AVENUE NE EASTBOUND AND RAMP TO SOUTH DAKOTA AVENUE NE NORTHBOUND,NEW YORK AVENUE NE,SOUTH DAKOTA AVENUE NE,0.060843662620659635,7,699.9391563373794,HIGH
53700660952,24004799,2024-01-10 16:00:00+00:00,820 SOUTH CAPITOL STREET SW,WARD 6,38.879574,-77.009144,BLOCKKEY_ERROR,1.0,I ST SE,31.06,NORTH,1,f742c7ab6a4fd1c4c76274ae60b400fa,I STREET SW AND SOUTH CAPITOL STREET,I STREET SW,SOUTH CAPITOL STREET,32.916284600075244,2,167.08371539992476,LOW
53701418168,24004711,2024-01-10 13:00:00+00:00,2919 NORTH CAPITOL STREET NE,WARD 5,38.926441,-77.008481,BLOCKKEY_ERROR,1.0,MICHIGAN AVE NW,24.84,SOUTH,1,0c2b03cfe03960c431ed6e6990a48f86,MICHIGAN AVENUE NE AND MICHIGAN AVENUE NW,MICHIGAN AVENUE NE,MICHIGAN AVENUE NW,54.77061096399312,2,145.22938903600686,LOW
