CRIMEID,ADDRESS,WARD,severity_bucket,candidate_rank,candidate_intersectionkey,candidate_name,candidate_street_1,candidate_street_2,candidate_distance_m,true_nearestintkey,is_true_key
62040455653,2000 38TH STREET SE,WARD 7,pdo,5,35e65f564e60ac185e4769e32618fd3f,ALABAMA AVENUE SE AND 37TH STREET SE,ALABAMA AVENUE SE,37TH STREET SE,137.2676300042822,f3a7c7a0ff5ef2117753ea8b1d0dd199,False
58446682916,1702 25TH STREET SE,WARD 7,minor,1,5d1b5282a5985091042467ba32f0c0ca,R STREET SE AND 25TH STREET SE,R STREET SE,25TH STREET SE,20.08135117923315,5d1b5282a5985091042467ba32f0c0ca,True
58446682916,1702 25TH STREET SE,WARD 7,minor,2,525e3f608b5f5ca501ade6050c89205a,28TH PLACE SE AND R STREET SE,28TH PLACE SE,R STREET SE,60.607232787967035,5d1b5282a5985091042467ba32f0c0ca,False
58446682916,1702 25TH STREET SE,WARD 7,minor,3,70c33c79f0b9a4320e182e8ab86b61ed,NAYLOR ROAD SE AND 24TH PLACE SE,NAYLOR ROAD SE,24TH PLACE SE,90.83358304074422,5d1b5282a5985091042467ba32f0c0ca,False
58446682916,1702 25TH STREET SE,WARD 7,minor,4,aed817366692e12bd30c20863d84ead3,NAYLOR ROAD SE AND 25TH STREET SE,NAYLOR ROAD SE,25TH STREET SE,91.38861765355728,5d1b5282a5985091042467ba32f0c0ca,False
58446682916,1702 25TH STREET SE,WARD 7,minor,5,1f1e542499a1a383d10fd73e6f1d8b41,NAYLOR ROAD SE AND R STREET SE,NAYLOR ROAD SE,R STREET SE,123.46386139258439,5d1b5282a5985091042467ba32f0c0ca,False
55678473950,2900 M STREET NW,WARD 2,major,1,4160c6f3ff10cfd4469cd16f79a77f87,PENNSYLVANIA AVENUE NW AND M STREET NW,PENNSYLVANIA AVENUE NW,M STREET NW,16.18954570724543,4160c6f3ff10cfd4469cd16f79a77f87,True
55678473950,2900 M STREET NW,WARD 2,major,2,c616a2cbe952a520d5ce1db1144e8561,M STREET NW AND 30TH STREET NW,M STREET NW,30TH STREET NW,93.02829628160397,4160c6f3ff10cfd4469cd16f79a77f87,False
55678473950,2900 M STREET NW,WARD 2,major,3,f00c0cd1d1acf908bd2f63b71518af88,PENNSYLVANIA AVENUE NW AND 28TH STREET NW,PENNSYLVANIA AVENUE NW,28TH STREET NW,93.06499110975474,4160c6f3ff10cfd4469cd16f79a77f87,False
55678473950,2900 M STREET NW,WARD 2,major,4,27ae76721a3a0d792c9ac70367d5b231,M STREET NW AND 28TH STREET NW,M STREET NW,28TH STREET NW,95.85777751956981,4160c6f3ff10cfd4469cd16f79a77f87,False
55678473950,2900 M STREET NW,WARD 2,major,5,b385a08891f2957801e7394787003c6e,OLIVE STREET NW AND 29TH STREET NW,OLIVE STREET NW,29TH STREET NW,109.41475332171284,4160c6f3ff10cfd4469cd16f79a77f87,False
67412038186,200 MASSACHUSETTS AVENUE NW,WARD 6,pdo,1,12b44423dcd6ca553c1d572618c1af0f,2ND STREET NW AND MASSACHUSETTS AVENUE NW,2ND STREET NW,MASSACHUSETTS AVENUE NW,50.709098311218504,12b44423dcd6ca553c1d572618c1af0f,True
67412038186,200 MASSACHUSETTS AVENUE NW,WARD 6,pdo,2,12b44423dcd6ca553c1d572618c1af0f,2ND STREET NW AND 2ND STREET NW,2ND STREET NW,2ND STREET NW,50.7091138858188,12b44423dcd6ca553c1d572618c1af0f,True
67412038186,200 MASSACHUSETTS AVENUE NW,WARD 6,pdo,3,6158acb170321c9248a78d70a77288f7,2ND STREET NW NORTHBOUND AND RAMP FROM INTERSTATE 395 NORTHBOUND,2ND STREET NW,INTERSTATE 395,56.18161543331354,12b44423dcd6ca553c1d572618c1af0f,False
67412038186,200 MASSACHUSETTS AVENUE NW,WARD 6,pdo,4,21c0fc07a46137737f347b35ec1cf225,G STREET NW AND 3RD STREET NW,G STREET NW,3RD STREET NW,121.36972619873319,12b44423dcd6ca553c1d572618c1af0f,False
67412038186,200 MASSACHUSETTS AVENUE NW,WARD 6,pdo,5,d3175c65382a020776b29c0a57048abf,3RD STREET NW AND H STREET NW,3RD STREET NW,H STREET NW,132.40192289932193,12b44423dcd6ca553c1d572618c1af0f,False
69676991093,1624 U STREET NW,WARD 2,pdo,1,5e20df781c1a91aac987a9ef7ede1888,17TH STREET NW AND WILLARD STREET NW,17TH STREET NW,WILLARD STREET NW,57.391883115066015,e0575ee8f4d36e5dc6c775689b064988,False
69676991093,1624 U STREET NW,WARD 2,pdo,2,e0575ee8f4d36e5dc6c775689b064988,U STREET NW AND 17TH STREET NW,U STREET NW,17TH STREET NW,69.34908947123542,e0575ee8f4d36e5dc6c775689b064988,True
69676991093,1624 U STREET NW,WARD 2,pdo,3,9e065875cfc93316f93bf29056b65dd1,NEW HAMPSHIRE AVENUE NW AND T STREET NW,NEW HAMPSHIRE AVENUE NW,T STREET NW,109.69454069583124,e0575ee8f4d36e5dc6c775689b064988,False
69676991093,1624 U STREET NW,WARD 2,pdo,4,d953a88ce001e38d96af7caf6b0400a0,T STREET NW AND 17TH STREET NW,T STREET NW,17TH STREET NW,120.01786245550691,e0575ee8f4d36e5dc6c775689b064988,False
69676991093,1624 U STREET NW,WARD 2,pdo,5,a75ee91ad65f37e2a4fc4e91b778d381,SEATON STREET NW AND 17TH STREET NW,SEATON STREET NW,17TH STREET NW,121.97806296695985,e0575ee8f4d36e5dc6c775689b064988,False
63778252286,751 8TH STREET SE,WARD 6,minor,1,c187839c4319250c52f03c8fb302223e,8TH STREET SE AND I STREET SE,8TH STREET SE,I STREET SE,31.62507939107225,c187839c4319250c52f03c8fb302223e,True
63778252286,751 8TH STREET SE,WARD 6,minor,2,7d6adae9602764c1e96b0a4a9adc3ea4,7TH STREET SE AND I STREET SE,7TH STREET SE,I STREET SE,105.98804422217766,c187839c4319250c52f03c8fb302223e,False
63778252286,751 8TH STREET SE,WARD 6,minor,3,ca3b91c0a5b87b654f0779ff3a5e188e,VIRGINIA AVENUE SE AND 7TH STREET SE,VIRGINIA AVENUE SE,7TH STREET SE,109.25274287166738,c187839c4319250c52f03c8fb302223e,False
63778252286,751 8TH STREET SE,WARD 6,minor,4,f9fe39400e25efc820d837f3eaf3b294,I STREET SE AND RAMP FROM INTERSTATE 695 WESTBOUND,I STREET SE,INTERSTATE 695,110.02998994457366,c187839c4319250c52f03c8fb302223e,False
63778252286,751 8TH STREET SE,WARD 6,minor,5,f9fe39400e25efc820d837f3eaf3b294,9TH STREET SE AND I STREET SE,9TH STREET SE,I STREET SE,110.0299901020768,c187839c4319250c52f03c8fb302223e,False
65594696923,"NEW YORK AVENUE NW
WASHINGTON,",WARD 6,major,1,3c10c537bab1bb4300b7fd7c24b2fd0b,5TH STREET NW AND L STREET NW,5TH STREET NW,L STREET NW,40.70803373428102,8f9323e74d724d680ff99481b52090ae,False
65594696923,"NEW YORK AVENUE NW
WASHINGTON,",WARD 6,major,2,8f9323e74d724d680ff99481b52090ae,5TH STREET NW AND NEW YORK AVENUE NW,5TH STREET NW,NEW YORK AVENUE NW,46.21291012794116,8f9323e74d724d680ff99481b52090ae,True
65594696923,"NEW YORK AVENUE NW
WASHINGTON,",WARD 6,major,3,a8c7134135710626d11849fb9a61d667,NEW YORK AVENUE NW AND L STREET NW,NEW YORK AVENUE NW,L STREET NW,57.99915118140829,8f9323e74d724d680ff99481b52090ae,False
65594696923,"NEW YORK AVENUE NW
WASHINGTON,",WARD 6,major,4,b8689765e329ca5dc4234c05f1a86f27,5TH STREET NW AND L STREET NW,5TH STREET NW,L STREET NW,64.85823203017596,8f9323e74d724d680ff99481b52090ae,False
65594696923,"NEW YORK AVENUE NW
WASHINGTON,",WARD 6,major,5,3f3df046ed718ac813e2fafa74e3d541,CROWDY COURT NW AND NEW YORK AVENUE NW,CROWDY COURT NW,CROWDY COURT NW,124.44837488192863,8f9323e74d724d680ff99481b52090ae,False
63232557747,4506 BOWEN ROAD SE,WARD 7,pdo,1,92c7972b9a424b9b1df1a7fc4e69b4ba,SOUTHERN AVENUE SE AND PEAR STREET SE,SOUTHERN AVENUE SE,PEAR STREET SE,25.300293949281585,9159f2214e08ba8ccfa7f97d6b383798,False
63232557747,4506 BOWEN ROAD SE,WARD 7,pdo,2,9159f2214e08ba8ccfa7f97d6b383798,SOUTHERN AVENUE SE AND 46TH STREET SE,SOUTHERN AVENUE SE,46TH STREET SE,38.49386616522775,9159f2214e08ba8ccfa7f97d6b383798,True
63232557747,4506 BOWEN ROAD SE,WARD 7,pdo,3,73a3f61ecfb8acb9a644a47bdd718f35,45TH PLACE SE AND BOWEN ROAD SE,45TH PLACE SE,BOWEN ROAD SE,43.733394503157776,9159f2214e08ba8ccfa7f97d6b383798,False
63232557747,4506 BOWEN ROAD SE,WARD 7,pdo,4,548783c047ccc6bb36cc148f2d9bdd45,QUINN STREET SE AND SOUTHERN AVENUE SE,QUINN STREET SE,SOUTHERN AVENUE SE,89.10992864516723,9159f2214e08ba8ccfa7f97d6b383798,False
63232557747,4506 BOWEN ROAD SE,WARD 7,pdo,5,efda76023e7f8d2d5694f28c5b6cfc90,SOUTHERN AVENUE SE AND RIDGE ROAD SE,SOUTHERN AVENUE SE,RIDGE ROAD SE,112.86846852556742,9159f2214e08ba8ccfa7f97d6b383798,False
69488029065,3360 SOUTHERN AVENUE SE,WARD 7,fatal,1,4675f16c0c5d15df2644ff27b2c77c45,DENVER STREET SE AND HIGHVIEW TERRACE SE,DENVER STREET SE,HIGHVIEW TERRACE SE,53.5153636049652,f8b2ea0b5e1d504f609185a15778ae23,False
69488029065,3360 SOUTHERN AVENUE SE,WARD 7,fatal,2,f8b2ea0b5e1d504f609185a15778ae23,ERIE STREET SE AND SOUTHERN AVENUE SE,ERIE STREET SE,SOUTHERN AVENUE SE,66.90652491819377,f8b2ea0b5e1d504f609185a15778ae23,True
69488029065,3360 SOUTHERN AVENUE SE,WARD 7,fatal,3,aeab3001bbac30eea81353c9ce4e5306,SOUTHERN AVENUE SE AND 34TH STREET SE,SOUTHERN AVENUE SE,34TH STREET SE,75.51001724048761,f8b2ea0b5e1d504f609185a15778ae23,False
69488029065,3360 SOUTHERN AVENUE SE,WARD 7,fatal,4,c4565ebebb7d2ea0d7a41763a0a1f235,HIGHVIEW TERRACE SE AND 34TH STREET SE,HIGHVIEW TERRACE SE,34TH STREET SE,76.3590772038448,f8b2ea0b5e1d504f609185a15778ae23,False
69488029065,3360 SOUTHERN AVENUE SE,WARD 7,fatal,5,20ba73e8c5c7421ec0b136b2fb9103ed,34TH STREET SE AND HIGHVIEW TERRACE SE,34TH STREET SE,HIGHVIEW TERRACE SE,119.61549878251887,f8b2ea0b5e1d504f609185a15778ae23,False
63294033165,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,minor,1,2b18fd91ba3a517837268b7171b89afb,INTERSTATE 395 AND INTERSTATE 695,INTERSTATE 395,INTERSTATE 695,31.27212177173561,0ee1dabfe1a682cccb52f7a2d46ee327,False
63294033165,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,minor,2,a6ffd13fc65fe44b1209225542e7d2c7,E STREET SW AND 4TH STREET SW,E STREET SW,4TH STREET SW,79.63240060856336,0ee1dabfe1a682cccb52f7a2d46ee327,False
63294033165,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,minor,3,2fe37fd243aef55f403f11b29f440d20,INTERSTATE 395 SOUTHBOUND AND RAMP TO E STREET SW,INTERSTATE 395,E STREET SW,133.15539111101208,0ee1dabfe1a682cccb52f7a2d46ee327,False
63294033165,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,minor,4,2a64703cc4ab31a896f4762112952ab2,4TH STREET SW AND G STREET SW,4TH STREET SW,G STREET SW,139.94755276022514,0ee1dabfe1a682cccb52f7a2d46ee327,False
63294033165,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,minor,5,0ee1dabfe1a682cccb52f7a2d46ee327,INTERSTATE 695 AND INTERSTATE 395,INTERSTATE 695,INTERSTATE 395,152.50144920141875,0ee1dabfe1a682cccb52f7a2d46ee327,True
67337283068,218 54TH STREET SE,WARD 7,pdo,1,cb958b27e25ba90a5fddcc29da860996,54TH STREET SE AND BASS PLACE SE,54TH STREET SE,BASS PLACE SE,2.405751608369287,cb958b27e25ba90a5fddcc29da860996,True
67337283068,218 54TH STREET SE,WARD 7,pdo,2,d43760252f3c90d9670de303ec08ac2f,B STREET SE AND BASS PLACE SE,B STREET SE,BASS PLACE SE,72.10181742723422,cb958b27e25ba90a5fddcc29da860996,False
67337283068,218 54TH STREET SE,WARD 7,pdo,3,cdf9b2535758e0ea348abdcdeae14c5d,B STREET SE AND BASS PLACE SE,B STREET SE,BASS PLACE SE,74.1233179456569,cb958b27e25ba90a5fddcc29da860996,False
67337283068,218 54TH STREET SE,WARD 7,pdo,4,98eaf7a97db3341e4d3929985d8df4e6,54TH STREET SE AND C STREET SE,54TH STREET SE,C STREET SE,79.04742562783179,cb958b27e25ba90a5fddcc29da860996,False
67337283068,218 54TH STREET SE,WARD 7,pdo,5,3ca2efc5ac26e1e2de278e8844912fba,54TH STREET SE AND CALL PLACE SE,54TH STREET SE,CALL PLACE SE,154.64842634921376,cb958b27e25ba90a5fddcc29da860996,False
69876884827,66 NEW YORK AVENUE NE,WARD 5,major,1,5550184a53d9dd124c0f9b81fea894c1,1ST STREET NE AND NEW YORK AVENUE NE,1ST STREET NE,NEW YORK AVENUE NE,65.52098843363727,f58d995ee2327b19c0ff94910468b1cd,False
69876884827,66 NEW YORK AVENUE NE,WARD 5,major,2,0866c1c163ecdc48b21b91acb0272212,FLORIDA AVENUE NE AND P STREET NE,FLORIDA AVENUE NE,P STREET NE,130.7522193710005,f58d995ee2327b19c0ff94910468b1cd,False
69876884827,66 NEW YORK AVENUE NE,WARD 5,major,3,fb2ba4911387fac685c89c4a14de8836,ECKINGTON PLACE NE AND FLORIDA AVENUE NE,ECKINGTON PLACE NE,FLORIDA AVENUE NE,133.08138221479558,f58d995ee2327b19c0ff94910468b1cd,False
69876884827,66 NEW YORK AVENUE NE,WARD 5,major,4,fb2ba4911387fac685c89c4a14de8836,1ST STREET NE AND FLORIDA AVENUE NE,1ST STREET NE,FLORIDA AVENUE NE,133.08138238814317,f58d995ee2327b19c0ff94910468b1cd,False
69876884827,66 NEW YORK AVENUE NE,WARD 5,major,5,1f88267c6f98d7f4b2d9beec330923b2,1ST STREET NE AND N STREET NE,1ST STREET NE,N STREET NE,161.33984026397493,f58d995ee2327b19c0ff94910468b1cd,False
63162591440,125 CANAL STREET SE,WARD 6,pdo,1,d2f7507c9d308b97da77443369e64e25,I STREET SE AND 2ND STREET SE,I STREET SE,2ND STREET SE,70.82933889557599,d2f7507c9d308b97da77443369e64e25,True
63162591440,125 CANAL STREET SE,WARD 6,pdo,2,f8575fccf91b35c0e34e94cb06e5e67c,I STREET SE AND NEW JERSEY AVENUE SE,I STREET SE,NEW JERSEY AVENUE SE,73.1532151074443,d2f7507c9d308b97da77443369e64e25,False
63162591440,125 CANAL STREET SE,WARD 6,pdo,3,b20a1d5487c45c3ac0298b1133b97332,K STREET SE AND NEW JERSEY AVENUE SE,K STREET SE,NEW JERSEY AVENUE SE,106.48531974528738,d2f7507c9d308b97da77443369e64e25,False
63162591440,125 CANAL STREET SE,WARD 6,pdo,4,6973d1562876c67e461f26bc7889ee3f,K STREET SE AND 2ND STREET SE,K STREET SE,2ND STREET SE,119.09245356929482,d2f7507c9d308b97da77443369e64e25,False
63162591440,125 CANAL STREET SE,WARD 6,pdo,5,dc9010ece86ba558f16e2b517686767c,2ND PLACE SE AND I STREET SE,2ND PLACE SE,I STREET SE,119.5141408082179,d2f7507c9d308b97da77443369e64e25,False
67553374484,"17TH STREET NW
WASHINGTON,",WARD 2,pdo,1,c4098e7808323c506438d37d2383bed5,CONSTITUTION AVENUE NW AND 17TH STREET NW,CONSTITUTION AVENUE NW,17TH STREET NW,30.942719544388257,c4098e7808323c506438d37d2383bed5,True
67553374484,"17TH STREET NW
WASHINGTON,",WARD 2,pdo,2,851668ee09d2746f7823a009e2607c7d,VIRGINIA AVENUE NW AND CONSTITUTION AVENUE NW,VIRGINIA AVENUE NW,CONSTITUTION AVENUE NW,108.19556646846273,c4098e7808323c506438d37d2383bed5,False
67553374484,"17TH STREET NW
WASHINGTON,",WARD 2,pdo,3,4f77093ff10b2ec03778ae9e75085cbc,17TH STREET NW AND C STREET NW,17TH STREET NW,C STREET NW,128.14922002792022,c4098e7808323c506438d37d2383bed5,False
67553374484,"17TH STREET NW
WASHINGTON,",WARD 2,pdo,4,ff3b966cd81154c6f85227308c53743b,18TH STREET NW AND CONSTITUTION AVENUE NW,18TH STREET NW,CONSTITUTION AVENUE NW,197.41570750090443,c4098e7808323c506438d37d2383bed5,False
67553374484,"17TH STREET NW
WASHINGTON,",WARD 2,pdo,5,aefba4071fd35fb3059b258e1a0b9d31,18TH STREET NW AND VIRGINIA AVENUE NW,18TH STREET NW,VIRGINIA AVENUE NW,198.58164596784917,c4098e7808323c506438d37d2383bed5,False
66966474065,1445 SPRING ROAD NW,WARD 4,pdo,1,974d2181beffde507faf26dd554fd715,16TH STREET NW AND SPRING ROAD NW,16TH STREET NW,SPRING ROAD NW,65.97116115642642,974d2181beffde507faf26dd554fd715,True
66966474065,1445 SPRING ROAD NW,WARD 4,pdo,2,a5a87f67dd1512ff6f49c1a1ea930b5e,SPRING PLACE NW AND OGDEN STREET NW,SPRING PLACE NW,OGDEN STREET NW,103.49643867723994,974d2181beffde507faf26dd554fd715,False
66966474065,1445 SPRING ROAD NW,WARD 4,pdo,3,10f160d9df1fb12a3bac6b81c05dfd2f,SPRING PLACE NW AND 16TH STREET NW,SPRING PLACE NW,16TH STREET NW,114.04571970969084,974d2181beffde507faf26dd554fd715,False
66966474065,1445 SPRING ROAD NW,WARD 4,pdo,4,71b00d14c2955a879a86315bb1734572,SPRING PLACE NW AND PERRY PLACE NW,SPRING PLACE NW,PERRY PLACE NW,157.64330618301454,974d2181beffde507faf26dd554fd715,False
66966474065,1445 SPRING ROAD NW,WARD 4,pdo,5,0c5383dfe1667049050511ff5f9aa777,16TH STREET NW AND ARKANSAS AVENUE NW,16TH STREET NW,ARKANSAS AVENUE NW,170.23695219702853,974d2181beffde507faf26dd554fd715,False
68676955307,1234 M STREET NW,WARD 2,major,1,c48125c0fe5a3d9248d4aee42eed4a3e,13TH STREET NW AND M STREET NW,13TH STREET NW,M STREET NW,21.93291983681825,c126181ad33af92f80b2943c568b69a2,False
68676955307,1234 M STREET NW,WARD 2,major,2,c126181ad33af92f80b2943c568b69a2,MASSACHUSETTS AVENUE NW AND 13TH STREET NW,MASSACHUSETTS AVENUE NW,13TH STREET NW,93.01362950521556,c126181ad33af92f80b2943c568b69a2,True
68676955307,1234 M STREET NW,WARD 2,major,3,d75b2ecc6ce40e90be43d76e10f45044,M STREET NW AND 12TH STREET NW,M STREET NW,12TH STREET NW,111.1504652422086,c126181ad33af92f80b2943c568b69a2,False
68676955307,1234 M STREET NW,WARD 2,major,4,8c83335dcff548ba515f74bea51d6c39,GREEN COURT NW AND MASSACHUSETTS AVENUE NW,GREEN COURT NW,MASSACHUSETTS AVENUE NW,125.78464347076881,c126181ad33af92f80b2943c568b69a2,False
68676955307,1234 M STREET NW,WARD 2,major,5,748fc9126d4c471eea2649f5276c38e8,13TH STREET NW AND N STREET NW,13TH STREET NW,N STREET NW,178.56309317084185,c126181ad33af92f80b2943c568b69a2,False
59993070961,670 L STREET NW,WARD 2,pdo,1,9ffd9d096463a96d8c0162fbde4837a3,L STREET NW AND 7TH STREET NW,L STREET NW,7TH STREET NW,20.59014452838892,093d7769a8befccd641c696d4d1028a4,False
59993070961,670 L STREET NW,WARD 2,pdo,2,93667065a3b82c1c7e707b22ceb44bc7,7TH STREET NW AND ALLEN Y LEW PLACE NW,7TH STREET NW,ALLEN Y LEW PLACE NW,138.2854722350353,093d7769a8befccd641c696d4d1028a4,False
59993070961,670 L STREET NW,WARD 2,pdo,3,9eb131a56519e9d01e2cbc8f281e9e4d,L STREET NW AND 6TH STREET NW,L STREET NW,6TH STREET NW,153.8355270779109,093d7769a8befccd641c696d4d1028a4,False
59993070961,670 L STREET NW,WARD 2,pdo,4,f0b7b0d37a63465dc70c321ea5fd5a2b,M STREET NW AND 7TH STREET NW,M STREET NW,7TH STREET NW,165.35641650087183,093d7769a8befccd641c696d4d1028a4,False
59993070961,670 L STREET NW,WARD 2,pdo,5,95d0de0b7d911b9e9da2b7288f9eaf4b,MCCOLLOUGH COURT NW AND M STREET NW,MCCOLLOUGH COURT NW,M STREET NW,165.78700413435263,093d7769a8befccd641c696d4d1028a4,False
69423384736,3535 CONNECTICUT AVENUE NW,WARD 3,pdo,1,a09b54513196b69d4500fcf0f10c2e64,PORTER STREET NW AND QUEBEC STREET NW,PORTER STREET NW,QUEBEC STREET NW,29.133126657824114,e27f638339d196ded9138304032f9d07,False
69423384736,3535 CONNECTICUT AVENUE NW,WARD 3,pdo,2,e27f638339d196ded9138304032f9d07,PORTER STREET NW AND CONNECTICUT AVENUE NW,PORTER STREET NW,CONNECTICUT AVENUE NW,70.00105511620157,e27f638339d196ded9138304032f9d07,True
69423384736,3535 CONNECTICUT AVENUE NW,WARD 3,pdo,3,0e64a9d7c7ad1d320baea8e37bf2743b,ORDWAY STREET NW AND CONNECTICUT AVENUE NW,ORDWAY STREET NW,CONNECTICUT AVENUE NW,127.19134750325523,e27f638339d196ded9138304032f9d07,False
69423384736,3535 CONNECTICUT AVENUE NW,WARD 3,pdo,4,9e1e3075894a99bbd7a5375a85d4f02d,29TH STREET NW AND ORDWAY STREET NW,29TH STREET NW,ORDWAY STREET NW,173.75605756195532,e27f638339d196ded9138304032f9d07,False
69423384736,3535 CONNECTICUT AVENUE NW,WARD 3,pdo,5,f14dc0329dd3e91869ac8fc693d86cf4,CONNECTICUT AVENUE NW AND RODMAN STREET NW,CONNECTICUT AVENUE NW,RODMAN STREET NW,218.76412096227975,e27f638339d196ded9138304032f9d07,False
64033139360,"PERIMETER NORTH ROAD SW
WASHINGTON,",WARD 8,pdo,1,c2e1cb903af81eb5895de3d0c0f428c6,PERIMETER NORTH ROAD SW AND PERIMETER EAST ROAD SW,PERIMETER NORTH ROAD SW,PERIMETER EAST ROAD SW,34.182834252950016,03c1e994017a2f976f9557e40d2681aa,False
64033139360,"PERIMETER NORTH ROAD SW
WASHINGTON,",WARD 8,pdo,2,ea01a3947a56eabb3598f9f1805a15e6,BELTZ AVENUE SW AND 28TH STREET SW,BELTZ AVENUE SW,28TH STREET SW,69.53325417680976,03c1e994017a2f976f9557e40d2681aa,False
64033139360,"PERIMETER NORTH ROAD SW
WASHINGTON,",WARD 8,pdo,3,03c1e994017a2f976f9557e40d2681aa,PERIMETER NORTH ROAD SW AND OVERLOOK AVENUE SW,PERIMETER NORTH ROAD SW,OVERLOOK AVENUE SW,69.66090140270393,03c1e994017a2f976f9557e40d2681aa,True
64033139360,"PERIMETER NORTH ROAD SW
WASHINGTON,",WARD 8,pdo,4,3aaebb72341f9d1ea73895bb44bf15da,FURTH STREET SW AND BELTZ AVENUE SW,FURTH STREET SW,BELTZ AVENUE SW,80.56915108853089,03c1e994017a2f976f9557e40d2681aa,False
64033139360,"PERIMETER NORTH ROAD SW
WASHINGTON,",WARD 8,pdo,5,f0c372b178fd4a0bc648c8a123435200,MARQUART STREET SW AND BELTZ AVENUE SW,MARQUART STREET SW,BELTZ AVENUE SW,122.93208141270993,03c1e994017a2f976f9557e40d2681aa,False
68777953754,609 GRESHAM PLACE NW,WARD 1,pdo,1,fa1c04e3f2e3511965aaf75e8d31f791,GEORGIA AVENUE NW AND HARVARD STREET NW,GEORGIA AVENUE NW,HARVARD STREET NW,92.518450390092,19d4ec8cd0210471bc01c3f0a3bb21bb,False
